Restoran,Grad,Ocena,Recenzija
Le Cabanon de la Butte,Paris,4.7,"We had a lovely lunch here following a wet and windy visit to Sacre Coeur. The restaurant is just around the corner and it was a warm and delightful welcome! We had the steak, boeuf bourguignon and the duck which was all excellent. The window tables offered a stunning view over Paris. The whole experience was a real highlight and we look forward to visiting again when we return to Paris."
Le Cabanon de la Butte,Paris,4.7,"The bœuf bourguignon) delicious, presented as in the photos 🤌🏻... well accompanied with a glass of Cote du Rhone. 10/10!
Rating: please note they do not receive Amex 🤷🏻‍♂️"
Le Cabanon de la Butte,Paris,4.7,"Only happiness, we had a great time there. Hearty and quality meals with a personalized and welcoming Service."
Le Cabanon de la Butte,Paris,4.7,"On the butte montmartre, overlooking the roofs, small local French cuisine, snails, bourguignon ,os a moelle,tarte aux pommes.Gestione courteous and simpatica.Un good address outside the tourism of place du tertre."
Le Cabanon de la Butte,Paris,4.7,"Visited for dinner to end our trip, just stumbled upon it. Such a lovely way to end our trip, our favourite meal we had. Beef bourguignon and snails were both cooked to perfection as well as the duck! 
Service was also really great, lovely restaurant."
Le Cabanon de la Butte,Paris,4.7,"Absolutely outstanding. Sure, the view was lovely but the food and the service were outstanding. Sofien, I hope I have spelt his name correctly, made the evening extra special with his attentiveness, humour and his ultimately delicious suggestions of what to eat. This restaurant was the hit of our 6 day Paris food tour. We experienced the most incredibly delicious Beef Bourguignon. If we're ever back in Paris, you'll find us at the window table enjoying a nice glass of wine and a tasty meal."
Le Cabanon de la Butte,Paris,4.7,Stumbled across this amazing little restaurant after visiting Sacre Ceour. What a fabulous find. Food was beautiful and exceptionally good value for money. Great service and staff were friendly. Would definitely recommend
Le Cabanon de la Butte,Paris,4.7,"Authentic French restaurant, just outside the crowds with stunning views"
Le Cabanon de la Butte,Paris,4.7,"With our 2 children delicious food. Real French cuisine, pure and good meat. Delicious steps the red wine received."
Le Cabanon de la Butte,Paris,4.7,"We stopped here for wine and appetizers after visiting Sacre Couer. Service was wonderful, food was great, and would highly recommend this experience."
Le Cabanon de la Butte,Paris,4.7,"Best moderately priced restaurants
See all
Sponsored
Louisette
4.7
(770 reviews)
Italian • $$ - $$$
Open now
30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve
Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now
30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve
Da Giuseppe
4.9
(1,103 reviews)
Italian • $
Closed now
Reserve
Nectar
4.9
(983 reviews)
French • $$ - $$$
Closed today
Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve
30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve
Le Maxan Restaurant
4.8
(681 reviews)
French • $$ - $$$
Open now
Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now"
Le Cabanon de la Butte,Paris,4.7,"30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Cabanon de la Butte,Paris,4.7,"Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now"
Le Cabanon de la Butte,Paris,4.7,"30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Cabanon de la Butte,Paris,4.7,"Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve"
Le Cabanon de la Butte,Paris,4.7,"30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Cabanon de la Butte,Paris,4.7,"Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now"
Le Cabanon de la Butte,Paris,4.7,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Les Apôtres De Pigalle,Paris,4.8,"Rewards
Discover
Review
USD
Sign in
Paris
Hotels
Things to Do
Restaurants
Cruises
Forums"
Les Apôtres De Pigalle,Paris,4.8,Les Apôtres de Pigalle is one of the best little hideaways to be found.
Les Apôtres De Pigalle,Paris,4.8,A real treat! The dishes are delicious (incredible rape) and the boss is super welcoming. It is a very nice address I highly recommend. To do again without hesitation
Les Apôtres De Pigalle,Paris,4.8,"Great restaurant! The manager is adorable!
Special mention for chocolate fondant and guacamole! Amazing!
Great night!"
Les Apôtres De Pigalle,Paris,4.8,"Beautiful restaurant, the food is delicious, the atmosphere is very pleasant and friendly. I highly recommend it."
Les Apôtres De Pigalle,Paris,4.8,"Great time at the Appotre de Pigalle! The restaurant is cozy and the atmosphere is top! 
The tapas are delicious, special mention for pork quessadillas and burratina and homemade planter 😋

Go ahead you will not be disappointed!"
Les Apôtres De Pigalle,Paris,4.8,literally incredible. best meal i’ve ever had and wonderful service. highly recommend. atmosphere is fun yet intimate. great value
Les Apôtres De Pigalle,Paris,4.8,"A perfect place, the team is very caring, welcoming and friendly. The food is of super quality! I recommend"
Les Apôtres De Pigalle,Paris,4.8,"We booked my birthday meal here as we were going to the Moulin Rouge, which is only a 5 minute walk from the restaurant and we were really impressed with the previous reviews.

We had a wonderful experience; the owner is so welcoming as soon as you walk through the door and we were offered a free shot and he took the time to explain the menu to us in detail. 
The food was exceptional and we would highly recommend the salmon ceviche, duck breast, beef tataki and the mixed sharing platter. 

Champagne and red wine were excellent and reasonably priced and the free chocolate birthday dessert at the end of the evening was very much appreciated. 

Overall, a wonderful restaurant and an ideal spot for a meal before the Moulin Rouge."
Les Apôtres De Pigalle,Paris,4.8,"The welcome, the food the decor everything is perfect 
Very good address nothing to say!
A big thank you for your welcome and kindness"
Les Apôtres De Pigalle,Paris,4.8,"We entered in rainy weather looking for a warm table and we were not disappointed! Great Welcoming! Meals at the top and perfect wine! 
For those who are looking for a place of character where it is good to exchange and share, we recommend!"
Les Apôtres De Pigalle,Paris,4.8,Super nice and welcoming service with very tasty snacks! Highly recommended if you are in Paris! Super good food and very cozy address
Les Apôtres De Pigalle,Paris,4.8,"Wonderful experience. The food was excellent. Absolutely the sort of thing we needed after a day exploring the sights of Paris. Djamal was a very friendly, welcoming and attentive host, which helped to make the whole experience great fun. Definitely well worth a visit."
Les Apôtres De Pigalle,Paris,4.8,"Restaurant very nice. The food was delicious and the team very friendly and warm.
We recommend with your eyes closed. 

PS: special mention for LEMONADE 😉"
Les Apôtres De Pigalle,Paris,4.8,Beautiful experience with welcoming staff always available and especially smiling. Good Food and Fast Service
Les Apôtres De Pigalle,Paris,4.8,Tucked away right off a main road. Dinner started with a complimentary shot. Ordered 5 plates that were all delicious with great staff and atmosphere.
Les Apôtres De Pigalle,Paris,4.8,"Perfect welcome, kitchen full of flavors
Excellent time, very friendly. Everything in simplicity and kindness"
Les Apôtres De Pigalle,Paris,4.8,"Best moderately priced restaurants
See all
Sponsored
Le Boissy d'Anglas
4.5
(216 reviews)
French • $$ - $$$
Closed today
Reserve
30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve
Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now
30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve
Da Giuseppe
4.9
(1,103 reviews)
Italian • $
Closed now
Reserve
Nectar
4.9
(983 reviews)
French • $$ - $$$
Closed today
Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve
30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve
Le Maxan Restaurant
4.8
(681 reviews)
French • $$ - $$$
Open now
Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now"
Les Apôtres De Pigalle,Paris,4.8,"Sponsored
Le Boissy d'Anglas
4.5
(216 reviews)
French • $$ - $$$
Closed today
Reserve"
Les Apôtres De Pigalle,Paris,4.8,"30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Les Apôtres De Pigalle,Paris,4.8,"Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now"
Les Apôtres De Pigalle,Paris,4.8,"30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Les Apôtres De Pigalle,Paris,4.8,"Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve"
Les Apôtres De Pigalle,Paris,4.8,"30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Les Apôtres De Pigalle,Paris,4.8,"Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now"
Les Apôtres De Pigalle,Paris,4.8,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Bagel Way,Paris,5.0,"Rewards
Discover
Review
USD
Sign in
Paris
Hotels
Things to Do
Restaurants
Cruises
Forums"
Bagel Way,Paris,5.0,"Tripadvisor is not responsible for this summary or the opinions in it. For more information, please read the traveler reviews and learn more about how the site works."
Bagel Way,Paris,5.0,"Bonsoir, pour répondre à votre commentaire quelque peu indécent, je me permettrais de dire que la galanterie reste d'actualité en 2021. Je pense uniquement que vous n'êtes pas gentleman. A bon entendeur. Bien à vous."
Bagel Way,Paris,5.0,"I ate on the Begel Way and it was simply the best bagel I've ever eaten in my life. Terry, fried just the right amount, with generous and delicious filling. It feels like everything is done with love and high quality. If you like bagels, it's a place you have to come to."
Bagel Way,Paris,5.0,"It's the first time I've been to Bagel. We had a crazy welcome and a nice atmosphere. If you like Eagles, it's the only bagel I recommend you go. It was the most delicious bagel I've ever tasted."
Bagel Way,Paris,5.0,"The best bagels in Paris.
The bagels at Bargalway have fluffy bread and the ingredients inside are fresh and delicious. The staff are helpful and the service is very good. It's a must-stop shop when you come to Paris......."
Bagel Way,Paris,5.0,"Frankly a great discovery. The bagels are very fresh, the bread is fluffy on the inside and slightly crispy on the outside, just like a real good bagel. A big thank you to Sacha who welcomed us very well"
Bagel Way,Paris,5.0,"Great experience at Bagel Way!
The bagels were delicious, fresh and well stocked. The staff is really at the top: welcoming, smiling and very professional. The service is fast and the atmosphere pleasant. I'll be right back. I recommend 100%!"
Bagel Way,Paris,5.0,"The store owner is friendly but The taste of bagels
were not something beyond expectations. I dont think it worth a #2 ranking in paris"
Bagel Way,Paris,5.0,"I'm a sworn bagels fan, and this is the first time I find a bagel so delicious.
I hope one day it will be the same in Israel with the help of the name ❤️"
Bagel Way,Paris,5.0,"Grilled cheese, salmon, double cheddar, and a plain bagel with drinks. It was amazing. Good vibe from the workers and owner. Great location right next to the Arc. Price was amazing, much cheaper and tastier than other bagel shops."
Bagel Way,Paris,5.0,"Too good!
The bagels are super well stocked, the ingredients are fresh, and everything is super tasty. It is a real nugget! Very good address, I will come back with my eyes closed. Go ahead, you'll enjoy it!"
Bagel Way,Paris,5.0,"Incredible experience but above all very professional...
Excellent bagel!!!
An explosion of flavor with each bite 
Thank you very much and see you soon"
Bagel Way,Paris,5.0,"I came with my New York street food companion, bagel type
But exceptional quality for each product we tasted two different bagels. The mixtures are harmonious and balanced. Prices are correct. The location is royal"
Bagel Way,Paris,5.0,"Very well served, fast and very clean...
I recommend it is EXCELLENT 
We are always welcomed by their smiling team!"
Bagel Way,Paris,5.0,"I came from Australia to Paris with an idea in mind: find the best bagel in the city. After several attempts, it was here that I finally found it.

The bread is perfectly fluffy, the ingredients are fresh and generous, and each bite really tastes good. The team is warm, smiling and caring, we feel welcomed even from the other side of the world.

If you are looking for a real good bagel in Paris, stop looking: this is where you should come. I’ll definitely come back to Paris every time!"
Bagel Way,Paris,5.0,"Top of the line!!!
Exceptional bagel!!!
Service 5/5
Nothing to say you deserve your 5 stars... 
All my family loved and I would like to acknowledge your welcome, an amazing team and little care 
Thank you."
Bagel Way,Paris,5.0,"Hello,
I don't usually put reviews in general but the impossible not to write a comment on this little nugget!
First thing the extraordinary welcome with enthusiasts who recommend you each bagel with passion...
And to finish the tasting in style just amazing 😍 
Thank you very much and see you soon"
Bagel Way,Paris,5.0,"Best cheap eats
See all
Sponsored
Öz - Maitre Kebabier
4.6
(24 reviews)
Steakhouse • $
Open now
Order online
Da Giuseppe
4.9
(1,103 reviews)
Italian • $
Closed now
Reserve
Chez Nicos
4.7
(971 reviews)
Indian • $
Open now
Restaurant Al Assil
4.9
(120 reviews)
Lebanese • $
Open now
Chez Cleopatre (Tacoos -Burger)
4.8
(737 reviews)
Turkish • $
Open now
Karavaki au Jardin du Luxembourg
4.8
(358 reviews)
Mediterranean • $
Closed today
Ya Bayté by Hébé
4.8
(265 reviews)
Lebanese • $
Closed now
Order online
Midi 12
4.7
(1,198 reviews)
French • $
Open now
Reserve
Tata Burger
4.5
(1,873 reviews)
American • $
Open now
BAO & ME
4.8
(905 reviews)
Asian • $
Closed now"
Bagel Way,Paris,5.0,"Sponsored
Öz - Maitre Kebabier
4.6
(24 reviews)
Steakhouse • $
Open now
Order online"
Bagel Way,Paris,5.0,"Karavaki au Jardin du Luxembourg
4.8
(358 reviews)
Mediterranean • $
Closed today"
Bagel Way,Paris,5.0,"Ya Bayté by Hébé
4.8
(265 reviews)
Lebanese • $
Closed now
Order online"
Bagel Way,Paris,5.0,"Paris' 16th Arr. - Passy neighborhood is a sophisticated enclave, rich in history and cultural allure. This upscale neighborhood is home to iconic attractions like the Palais de Tokyo and the Maison de Balzac, perfect for those interested in art and literature. For a delightful stroll, the nearby Bois de Boulogne offers serene paths and the enchanting Jardin d'Acclimatation. Gourmet dining can be found around every corner, with a variety of Michelin-starred restaurants to choose from. With easy access to both the RER C and Metro Line 9, exploring the rest of the City of Light is a breeze."
Bagel Way,Paris,5.0,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Le Maxan Restaurant,Paris,4.8,"Rewards
Discover
Review
USD
Sign in
Paris
Hotels
Things to Do
Restaurants
Cruises
Forums"
Le Maxan Restaurant,Paris,4.8,"Tripadvisor is not responsible for this summary or the opinions in it. For more information, please read the traveler reviews and learn more about how the site works."
Le Maxan Restaurant,Paris,4.8,An excellent restaurant with fine French cuisine is a must to visit I am satisfied with the service and dishes from start to finish hot dishes
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe du restaurant le maxan paris 8ème vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Very nice place, nice staff and good food.
Friendy staff and very clean place.
The dishes very delicious and no need for long waitings"
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe du restaurant le maxan paris 8ème vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,Dessert mil leaves is great. Excellent service and very good taste and quality of the elements. Not to be missed on your next visit to Paris
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"A very pleasant welcome, a setting combining modernity with classic landmarks. A very short and very good quality map"
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"First of all, the food was so delicious and the staff served so kind that I was able to have a happy experience in Paris!"
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Food was amazing and delicious ,staff were friendly and welcoming 
Atmosphere was cozy ,location was near our hotel ,"
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Amazing food, steak, black cod and gratins were phenomenal! Also an amazing hospitality, thank you! Please try the cookie it’s so good and light too!"
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"We had a great evening at this restaurant. The welcome is warm and professional, attentive service without being invasive.

The dishes are refined, perfectly executed, with high quality products. The beef faux fillet was absolutely delicious, perfect cooking, tasty sauce and gourmet accompaniment. The wine list is very well built and we were very well advised.

The atmosphere is elegant and pleasant, ideal for a quiet and gourmet dinner.
An address that we highly recommend and where we will gladly return."
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,The entire meal was delicious. I had the steak and potatoes. The dessert was also delicious.
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,Had a blessed time with great food. Very welcoming atmosphere - really appreciate all the service. Easy to make reservation via google map.
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"This restaurant has a good combination of quality and price. There are also several options for grain free and lactose free diets. The salmon is cooked to perfection and the smoked smell takes it to another culinary level. I really enjoyed it. The duck breast was the best we had during a 2 week trip to Paris. They also recommended an excellent wine (Premises, Cornas). They are very accommodating to dietary restrictions. They modified a dessert so my husband could have it without dairy and gluten.
We went back during the trip and we will go back again."
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Good food, very generous serving and great service. It's a nice restaurant in the beautiful 16th arrondissement of Paris. I'd recommand if you want a taste of French homemade food."
Le Maxan Restaurant,Paris,4.8,"Mille mercis pour cette excellente note qui nous touche énormément.
Toute l'équipe maxan vous remercie et vous dis à très vite."
Le Maxan Restaurant,Paris,4.8,"Best moderately priced restaurants
See all
Sponsored
Paris Pyla
4.2
(13 reviews)
French • $$ - $$$
Reserve
30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve
Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now
30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve
Da Giuseppe
4.9
(1,103 reviews)
Italian • $
Closed now
Reserve
Nectar
4.9
(983 reviews)
French • $$ - $$$
Closed today
Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve
30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve
Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now
Ristorante Al Caratello
4.7
(2,223 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Maxan Restaurant,Paris,4.8,"30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Maxan Restaurant,Paris,4.8,"Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now"
Le Maxan Restaurant,Paris,4.8,"30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Maxan Restaurant,Paris,4.8,"Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve"
Le Maxan Restaurant,Paris,4.8,"30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Maxan Restaurant,Paris,4.8,"Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now"
Le Maxan Restaurant,Paris,4.8,"Ristorante Al Caratello
4.7
(2,223 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Maxan Restaurant,Paris,4.8,"A fusion of Parisian elegance and sophistication, the 8th Arr. - Élysée neighborhood in Paris is a testament to the city's opulent past. Home to the illustrious Champs-Élysées, the neighborhood offers a plethora of high-end shopping experiences, from iconic brands like Louis Vuitton and Chanel to the iconic Galeries Lafayette. The grand Arc de Triomphe stands majestically at one end of the avenue, a must-visit for any traveler. Dining options range from Michelin-starred restaurants to quaint cafes offering a taste of authentic French cuisine. With multiple metro stations and bus stops, the neighborhood is well-connected, making it easy for travelers to explore the rest of the city. The tranquility of Parc Monceau provides a welcome respite from the neighborhood's metropolitan buzz, making the 8th Arr. - Élysée an ideal base for those seeking a blend of cultural immersion and high-end leisure."
Le Maxan Restaurant,Paris,4.8,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Le Petit Chatelet,Paris,4.4,"Rewards
Discover
Review
USD
Sign in
Paris
Hotels
Things to Do
Restaurants
Cruises
Forums"
Le Petit Chatelet,Paris,4.4,"Tripadvisor is not responsible for this summary or the opinions in it. For more information, please read the traveler reviews and learn more about how the site works."
Le Petit Chatelet,Paris,4.4,The place has no sophistication of a star but the food speaks for itself!!! Gentle service and delicious dishes. I ordered a chicken q was juicy and soft that came accompanied by a well made mto rice x simple and delicious. My husband and daughter ordered meat dishes that were equally tasty and in very generous portions!!! Dessert also liked !!!
Le Petit Chatelet,Paris,4.4,"We found this very nice, comfortable and typically French, non-touristy place a stone's throw from Notre Dame. Good food, average prices. The gentleman who greeted us (perhaps the owner) very kind and refined manners (spoken Italian!) the girl who served us, little attention and not cute ways! Too bad, the place loses a point for its service!"
Le Petit Chatelet,Paris,4.4,"The restaurant was very warm and inviting just as advertised on a cold Christmas night. It was recommended by our friends who accompanied us and did not disappoint. All four of us were there enjoying the Christmas markets, wonderful food and great service. We had a wonderful time."
Le Petit Chatelet,Paris,4.4,"We had a really great dinner: the fois gras was delicious and the grilled meat superb (I was born and raised in Tuscany: I know what I’m saying when we talk about grilling).
The staff is super nice (they kindly waited for us, even if we were more than an hour late due to airport delays) and the atmosphere lovely.
The location is stunning: only few steps from Notre Dame 🤩"
Le Petit Chatelet,Paris,4.4,"Good restaurant next to Shakespeare and Company. Wonderful atmosphere, but the fireplace in June was a bit much. Excellent food, good value but indifferent service."
Le Petit Chatelet,Paris,4.4,the duck legs were above expectations i liked so much the atmosphere was so warm feels like my grandma's house im coming again foe sure
Le Petit Chatelet,Paris,4.4,Absolutely loved this restaurant. The food was outstanding and the staff was amazing. We ordered crepe Suzette for dessert and it was flambéed to perfection.
Le Petit Chatelet,Paris,4.4,"We had a very delicious dinner in this cozy restaurant. The dishes were confit de canard and the other was rabbit, with very tasty potato sides. The artichoke entree was exceptionally good!"
Le Petit Chatelet,Paris,4.4,We always go to eat at Le Petit Châtelet when we are in Paris and the food is delicious! It has great atmosphere like an old fashioned French restaurant. Our steak was delicious this evening cooked on the open fire. And my favourite dessert is always the poached pears in red wine with lavender ice cream. It is all so tasty and melts in your mouth. Also the servers are always lovely. We always recommend le Petit Châtelet to friends visiting Paris. And I’m always happy when we come back and this little gem right in the middle of the touristy Quartier Latin is still there and serving top quality food. Bravo.
Le Petit Chatelet,Paris,4.4,"The restaurant is very small. The tables are glued together, which is extremely uncomfortable. We're sitting side by side with our neighbor. The person sitting against the wall is trapped. To get up, the one sitting across the street has to get up and the waiter has to pull the table so she can get out. There is no privacy and it is very easy to hear conversations from neighbours. I think it's an abuse by the restaurant and a lack of respect for the customer. It's not worth being so uncomfortable."
Le Petit Chatelet,Paris,4.4,Friendly Mood and friendly service. Unfortunately not suitable for vegetarians. The dish the chef improvised was very basic. The rest of the food was correct.
Le Petit Chatelet,Paris,4.4,"We pass it every time we stop in Paris.
The setting and location are top, the menu is very affordable, and the slate very varied."
Le Petit Chatelet,Paris,4.4,Great ambiance and excellent food. You can’t book online and it’s not easy to book by phone. So I took my chances and turned up when they opened.Glad I did!
Le Petit Chatelet,Paris,4.4,"I think this is the third time here. Much better than it had any right to be, considering it is dead centre in the heart of tourist Paris. Reasonably priced, delicious simple French cooking. It is small and fills up fast so get there before it opens"
Le Petit Chatelet,Paris,4.4,"This restaurant is one of the reasons to go to Paris. Small, warm, convivial, great menu and wine list. There were many locals. We showed up early without a reservation and were promptly seated, although the restaurant filled up shortly. I had an excellent pate de foie gras, tender lamb brochette, and creme brulee. My wife had the steak au poivre and profiteroles for dessert. Everything was excellent, and we left feeling as if we had dined at a fine French country home. Highly recommended."
Le Petit Chatelet,Paris,4.4,"Best moderately priced restaurants
See all
Sponsored
Nirvana Inde
4.6
(513 reviews)
Indian • $$ - $$$
Closed now
30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve
Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now
30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve
Da Giuseppe
4.9
(1,103 reviews)
Italian • $
Closed now
Reserve
Nectar
4.9
(983 reviews)
French • $$ - $$$
Closed today
Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve
30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve
Le Maxan Restaurant
4.8
(681 reviews)
French • $$ - $$$
Open now
Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now"
Le Petit Chatelet,Paris,4.4,"30% off
Pizzeria Arrivederci
4.9
(5,859 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Petit Chatelet,Paris,4.4,"Il était un square - Burger paris
4.8
(4,652 reviews)
French • $$ - $$$
Open now"
Le Petit Chatelet,Paris,4.4,"30% off
Origini - Ristorante Italiano
4.9
(524 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Petit Chatelet,Paris,4.4,"Bistro L'Olivier
4.8
(1,729 reviews)
French • $$ - $$$
Open now
Reserve"
Le Petit Chatelet,Paris,4.4,"30% off
Pizzamore Paris
4.9
(1,836 reviews)
Italian • $$ - $$$
Closed now
Reserve"
Le Petit Chatelet,Paris,4.4,"Assanabel Republic - Marsh
4.8
(1,433 reviews)
Lebanese • $$ - $$$
Closed now"
Le Petit Chatelet,Paris,4.4,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Chez Janou,Paris,4.0,"Rewards
Discover
Review
USD
Sign in
Paris
Hotels
Things to Do
Restaurants
Cruises
Forums"
Chez Janou,Paris,4.0,"Tripadvisor is not responsible for this summary or the opinions in it. For more information, please read the traveler reviews and learn more about how the site works."
Chez Janou,Paris,4.0,"Highly recommended! Restaurant with typical Provencal cuisine, really very good! Try the ravioli du dauphiné and also excellent stew with potatoes! Being a very popular place there is confusion, I suggest to book otherwise you risk the wait! We would stay there again"
