Restoran,Grad,Ocena,Recenzija
Bonoo Indian Tapas Muswell Hill,London,5.0,Amazing food. Very friendly staff. All the dishes we tried were very tasty. The decoration made the experience even more plaisant
Bonoo Indian Tapas Muswell Hill,London,5.0,"Wonderful food, fabulous service, great experience, first time enjoying tapas and Indian food. Cosy atmosphere, will return"
Bonoo Indian Tapas Muswell Hill,London,5.0,"Wow wow wow absolutely mouthwatering. Everything 10/10 will be back. Thank You so much for having us. The okra fries had the lightest batter, the nan bread in sauce was a real treat. Service was warm and friendly ..the butter chicken was tender and rich. Gorgeous music In the background a really lovely atmosphere."
Bonoo Indian Tapas Muswell Hill,London,5.0,"Amazing place to eat, highly recommend this place, second time we have been now, excited for the next visit,   You wont be disappointed"
Bonoo Indian Tapas Muswell Hill,London,5.0,Absolutely recommend this place.  Beautiful food. Very caring staff who were so lovely. Took my daughter and her boyfriend who have just moved into the Muswell Hill area.  Was a perfect relaxed night for us and we will definitely be back. The food was fantastic. Thank you.   Paul
Bonoo Indian Tapas Muswell Hill,London,5.0,"Beautiful food, beautiful people running the restaurant. An all round gorgeous experience. Thank you! We will be back."
Bonoo Indian Tapas Muswell Hill,London,5.0,"Lovely mid week dinner. Ambience and vibes were fantastic. Taste was 10/10, loved a baileys on the house to finish too. We shared the cauliflower and broccoli dishes. As well as the chicken biryani, butter chicken and garlic naan. Service was great, really relaxed and enjoyable. Will be coming back!"
Bonoo Indian Tapas Muswell Hill,London,5.0,Amazing food! Lovely atmosphere. Great value.  Would definitely return!!!!   -----------
Bonoo Indian Tapas Muswell Hill,London,5.0,"Amazing food, excellent service, beautiful restaurant. Staff were so lovely - will definitely come back"
Bonoo Indian Tapas Muswell Hill,London,5.0,Excellent! Food was delicious and full of amazing flavours. Service fantastic. Group of friends had a really good evening. Would highly recommend.
Bonoo Indian Tapas Muswell Hill,London,5.0,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Maroto Restaurant,London,5.0,"Maroto is billed as a Brazilian-European fusion restaurant and is a lively spot just off Oxford Street. The menu is mainly meat based, the lamb rack was excellent, but there are vegetarian and fish options and the cod/white feijao dish was perfect. The dessert list is short with the bomboca/coffee/baileys ice cream our favourite. Although the cocktail list is strong the wine list could do with beefing up with a limited choice and it was a pity the Brazilian sparkling wine was no longer available. Service was friendly and it is well worth a visit. At 65 for two courses and 75 for three as well as a 95 tasting menu be prepared to pay for the experience."
Maroto Restaurant,London,5.0,"The food was absolutely delicious, and the service was excellent everything was perfectly prepared and served with great care. A wonderful dining experience overall!"
Maroto Restaurant,London,5.0,"Amazing restaurant, very good service and food, warm atmosphere and a lovely setting. Perfect spot highly recommend it!!! Well definitely be coming back!"
Maroto Restaurant,London,5.0,Its location is very convenient as you are in the center of London. The atmosphere and the staff are excellent! Very comfortable and beautiful! The food also had very special flavors!
Maroto Restaurant,London,5.0,"I had an amazing time with my friends in Maroto! Great atmosphere, very intimate environment amazing for a catch up with friends"
Maroto Restaurant,London,5.0,"Maroto is honestly one of the nicest spots Ive been to. The atmosphere is so cozy and welcoming, and it instantly makes you feel relaxed. The food is amazingfull of flavor, fresh, and really well cooked. Theres a good variety on the menu too, so theres something for everyone. The staff are super friendly and helpful, which makes the whole experience even better. I love how everything feels easy and comfortable, whether youre going with friends, family, or just grabbing a nice meal out. Overall, Maroto is the kind of place youll want to keep coming back to."
Maroto Restaurant,London,5.0,"I had an incredible experience dining at Maroto in Mayfair. From the moment I walked in, I was struck by the stylish yet welcoming atmosphere. The staff were attentive and made me feel genuinely cared for throughout the evening. The food was outstanding  beautifully presented and bursting with flavour. I loved how each main came with a variety of sauces, offering a perfect balance of tastes. My personal highlight was the tender pork belly, though the prawns and desserts were equally impressive. Everything felt refined without being pretentious. Maroto is truly a memorable restaurant that I cant wait to revisit."
Maroto Restaurant,London,5.0,"Moroto Restaurant offers a wonderful dining experience with delicious food, warm service, and a welcoming atmospherehighly recommend!"" Very nice location"
Maroto Restaurant,London,5.0,"So good to be true The food, ambience  First time tried and my family loved the atmosphere, will come back soon again, Aaron the manager looked after us so well"
Maroto Restaurant,London,5.0,"Had a friends birthday here, from the service to the food to the drinks. They also have a club downstairs which is great because you can stay in the same venue"
Maroto Restaurant,London,5.0,"Came here for dinner with some girlfriends! Cant recommend enough. Food , drinks. Service were out of this world ! Thank you so much again"
Maroto Restaurant,London,5.0,"Such a perfect experience! Great food, great ambience, great staff too. The bone marrow meal is amazing and I cant wait to go back for it, ended the day with the yummiest dessert"
Maroto Restaurant,London,5.0,"Great experience! The food was fresh and tasty, and the service was wonderful. Highly recommend this lovely restaurant to everyone!"
Maroto Restaurant,London,5.0,Amazing food good vibes. You should try we wrre with friends we enjoyed a lot and waiters are so kind and fast to deliver food
Maroto Restaurant,London,5.0,"The food was amazing, really high quality and well presented. The service in the restaurant was friendly and helpful. Great vibe!"
Maroto Restaurant,London,5.0,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Tower Tandoori Restaurant,London,4.8,I came here during a work trip and had a great and delicious experience! Sultan was my server and was very warm and helped me pick out which dishes to try!
Tower Tandoori Restaurant,London,4.8,Passed by this lovely restaurant established in 1978. The food is so amazing. And super thanks to Sultan for his great service! Will definitely come back soon:)
Tower Tandoori Restaurant,London,4.8,Great service from Sultan as soon as we entered the restaurant. We had chicken curry and mixed tandoori. All very nice and tasty.
Tower Tandoori Restaurant,London,4.8,"Delicious food and very attentive staff. We enjoyed the set menu, it was very good value for money, loads of food and complimentary drink at the end of meal was very appreciated."
Tower Tandoori Restaurant,London,4.8,"Amazing food was fantastic, staff very friendly, especially siam looked after us very well . You weren't bothered whilst eating either , music in background"
Tower Tandoori Restaurant,London,4.8,Siam was very friendly and the food was classic Indian fare which we both enjoyed. Nothing too spicy but good flavours. Recommended
Tower Tandoori Restaurant,London,4.8,"Location super! The atmosphere is perfect for a couple. Food was really good. Service top, Siam was super kind and cute."
Tower Tandoori Restaurant,London,4.8,"Great dinner, personal gentiles, especially sultan. refined cuisine but also simple recommended!! if you like Indian cuisine don't miss"
Tower Tandoori Restaurant,London,4.8,Really good food! Will definitely come again! Specials made to order and changes to dishes done with special attention to detail.
Tower Tandoori Restaurant,London,4.8,"Lovely service from sultan and great food. Also a lovely atmosphere, would recommend. Big up the man sultan, Id come back just for the lassi."
Tower Tandoori Restaurant,London,4.8,"Delicious food, made sure everyones preferred spice levels were respected and everything was perfect! Thank you Alil for checking in on all of us to make sure we were happy and full!"
Tower Tandoori Restaurant,London,4.8,A lovely evening with friends and family. The staff are wonderful. The chicken tikkka masala is great and spicy too just how I like it. The setting is also very calm and relaxed
Tower Tandoori Restaurant,London,4.8,A wonderful atmosphere and restaurant in Tower Bridge road. Great food with wonderful service. We really couldnt fault it. Parking available too outside
Tower Tandoori Restaurant,London,4.8,Amazing food and fantastic service from Sultan. I would really recommend a visit
Tower Tandoori Restaurant,London,4.8,"The food was absolutely incredible and the whole staff was very welcoming and warm, including our server Sultan."
Tower Tandoori Restaurant,London,4.8,"Even before the arrival of the instantly iconic Shard, the riverside scene in Southwark had moved well beyond any up-and-coming phase of development. For quite some time, locals and out-of-towners alike have loved browsing the boutiques of Bermondsey High Street, foraging through the bounteous stalls at centuries old foodie haven Borough Market, and flocking to the banks of the Thames to enjoy some of Britain's biggest attractions such as Tate Modern and Shakespeare's Globe. Despite Southwark's many popular draws, instant calm can be achieved easily by turning down almost any side street. For more urban buzz, a quick stroll across famed bridges like the pedestrianized Millennium Bridge or the ever photogenic Tower Bridge yields access to the very core of Central London. And with London Bridge Station as this neighborhood's main transportation hub, getting across town (or to anywhere in England for that matter) is a relative breeze."
Tower Tandoori Restaurant,London,4.8,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Shanghai Family Chinese Restaurant,London,4.8,"Digital Payments, Accepts credit cards: American Express, Mastercard, Visa"
Shanghai Family Chinese Restaurant,London,4.8,Shanghai Family () is one of the few places in London where you can taste truly authentic Shanghainese cuisine
Shanghai Family Chinese Restaurant,London,4.8,"Shanghai Family () is one of the few places in London where you can taste truly authentic Shanghainese cuisine, and Ive already gone back several times. The braised pork belly is rich but not greasy and literally melts in your mouth; the pan-fried soup dumplings have thin skins, crispy bottoms and plenty of broth; and the new claypot dishes come with a flavorful, comforting broth and generous ingredients (including egg dumplings, which instantly reminded me of home). The Mao Xue Wang has a well-balanced spicy and numbing kick without being overly oily, and pairs perfectly with rice. The restaurant is clean, dishes come out quickly, the average price is around 30 per person, and the location next to the British Museum is very convenient. If youre craving genuine Shanghainese food in London, this place is absolutely worth trying."
Shanghai Family Chinese Restaurant,London,4.8,"Shanghai Family is a restaurant in London where you can get an authentic taste of Shanghai. I've had it many times. Red roast meat fat but not greasy, mouth instant, raw fried buns thin, crisp bottom, ample juice; new casserole series soup head fresh, rich ingredients (actually there are dumplings, people feel instantly home)"
Shanghai Family Chinese Restaurant,London,4.8,"This restaurant is definitely going on my list of Chinese places Id happily return to. We ordered the sizzling spicy pork intestines, xiaolongbao, and scallion oil noodles, and every dish was spot on. The spicy intestines arrived in a fragrant pool of chili oil with a bold, layered numbing-spicy kick that wasnt just harsh heat; the intestines were cleaned really well with virtually no off smell, and the texture was pleasantly chewy yet tender and incredibly flavorful. The xiaolongbao had thin skins that held up nicely, with plenty of savory broth and juicy, fresh filling that wasnt greasy; a little vinegar made them even better, and we immediately wanted another basket. The scallion oil noodles looked simple but were deeply aromatic, with a balanced savory sauce and springy noodles that coated evenly in every bite. Overall, the flavors were authentic and the quality was consistent, satisfying, comforting, and highly recommended."
Shanghai Family Chinese Restaurant,London,4.8,"I like Family Feast Hot Pot best The moment this pot arrived at the table, you just knew it was something special. The prawns were incredibly fresh. The handmade egg dumplings were a real highlight  one bite and it instantly brought back familiar, comforting flavors from home. The meatballs were a pleasant surprise: fragrant, tender, and absolutely delicious. Add to that the glass noodles and pork tripe, each soaked up the broth beautifully. The soup base was rich yet not greasy, clean and deeply savory. For a moment, it truly felt like being home again."
Shanghai Family Chinese Restaurant,London,4.8,"A lovely Chinese restaurant with authentic flavours and generous portions. The dishes were well-seasoned and clearly freshly prepared, especially the mains, which stood out for their depth of flavour. Service was friendly and attentive without being intrusive, and the atmosphere was relaxed and welcoming. A great spot for both casual meals and small gatherings. Would happily return."
Shanghai Family Chinese Restaurant,London,4.8,"Solid Shanghainese food and very satisfying overall. The dishes were tasty, comforting, and felt quite authentic  especially the braised pork and dumplings. Portions were decent and everything came out hot and fresh. Service was quick and friendly. Would happily come back when craving Shanghai-style food."
Shanghai Family Chinese Restaurant,London,4.8,"Come over with a friend to try this Shanghainese food and the experience is very good. The service is warm and the food is fast. We ordered the signature little cage bag and raw frying bag, which tasted amazing and had a rich soup. To go with it, a refreshing little stir-fry of lotus pond (with lotus flakes and murine ears) was also ordered, and the ingredients were fresh. It's really nice to eat such an authentic home flavor here, and will come often!"
Shanghai Family Chinese Restaurant,London,4.8,"Spectacular staffs. Very patient with providing recommendations.   Food arrived very swiftly, and the food was absolutely on point. Great representation of shanghai food.   Cannot praise enough of the braised pork belly which was served on a plate with candle below to keep it warm. Absolutely on point  Overall, great service nice environment with a fair price."
Shanghai Family Chinese Restaurant,London,4.8,Really enjoyed the very authentic Shanghai cuisine. I would say it's a rare find in the heart of London and it's just too perfect place to dine before watching devil wears prada !!! The braised pork belly is so tender and flavourful and all the traditional dishes just brings me back to China
Shanghai Family Chinese Restaurant,London,4.8,"London's authentic Shanghai flavor, raw frying buns small cage buns must order"
Shanghai Family Chinese Restaurant,London,4.8,"As someone who has an attachment to Shanghai snacks, this store really gives me so much satisfaction. It's near the UCL and the location is great. Their raw frying buns were deliberately ordered, with a thin, crisp bottom, and a bite to go down juicy, very authentic! Small cage buns are also excellent, with thin skins and fresh soup. It also ordered a Dongpo meat with rice, stewed soft and sticky, fat and not greasy. Definitely a five-star recommended treasure restaurant!"
Shanghai Family Chinese Restaurant,London,4.8,"Beer duck is delicious Crab meat soup dumplings are also delicious; they burst with juice in every bite. The environment is nice, and they play good songs. The waiters were very warm and patient."
Shanghai Family Chinese Restaurant,London,4.8,I went there with my family and all of us enjoyed the dinner there. Every dish was very delicious. Its definitely my top 3 Chinese restaurant in London.
Shanghai Family Chinese Restaurant,London,4.8,"As a Chinese grew up near Shanghai, their dishes are authentic. I like the xiaolongbao a lot, reminded me of home ! The service is quite good."
Shanghai Family Chinese Restaurant,London,4.8,"For Winter Solstice and Christmas, we wanted a place where friends could gather and celebrate together. We felt warm and welcoming here"
Shanghai Family Chinese Restaurant,London,4.8,Super delicious food. I like the noodle with the yellow fish the best. The pan fried bun is authentic as well. And the price is sensible. Just gonna put the restaurant on my take-out list.
Shanghai Family Chinese Restaurant,London,4.8,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Assanabel Republic - Marsh,Paris,4.8,"superb table, friendly and professional service I highly recommend Philippe"
Assanabel Republic - Marsh,Paris,4.8,"We were looking for a Lebanese restaurant with my girlfriend and we did not regret our choice. Nestled in a quiet little street in the Marais, this restaurant is already our heart! An impeccable service despite the high attendance, and the waiters are good advisors. I recommend 100%!!"
Assanabel Republic - Marsh,Paris,4.8,Best Lebanese restaurant we have tasted and I can tell you that we have tasted quite a lot in Paris! Special mention at Tabuleh reminds me of my grandmother's!
Assanabel Republic - Marsh,Paris,4.8,"The best lunch in Paris!  Thanks to Martin, the waiter who followed us and advised us in a perfect way both on the quantity and on the dishes to try.  Well-kept and welcoming place, prepared and very kind staff, delicious food: the quality of the products is excellent and the dishes delicious.  We had a mixed appetizer and chicken with rice. The portions are generous.  A special mention also for the dessert, a memorable MOUHALABIA.  An experience we will remember for a long time!"
Assanabel Republic - Marsh,Paris,4.8,"Fine, authentic dinner in friendly surroundings. A great, good choice for both meat eaters and vegetarians. The service was very nice and helpful, although the restaurant was fully booked."
Assanabel Republic - Marsh,Paris,4.8,"What a nice place! On a rainy chilly December evening we ended up in this warm and cozy restaurant. Pleasant, go-free and smooth service, with room for a chat despite being busy.   Then the dishes. We chose a selection of the chef which turned out to be a real party. Tons round and even mentally satisfied we rolled out two hours later, onto the drizzly streets of Paris"
Assanabel Republic - Marsh,Paris,4.8,"A welcome from the aging locals. Not very fine cuisine even if the quantity is there. In addition we were 2 adults and 2 children and wanted to take 2 formulas at 41 e including mezzes and skewers with accompaniment and mezzes at 31 e to share all this among us. And there the waiter served us a convoluted story that if we took 2 formulas the second formula would not include skewers....in short we felt he wanted us to spend bcp more.  In the end, everything disappointed us."
Assanabel Republic - Marsh,Paris,4.8,"Excellent Lebanese dishes, both in quality and quantity, very warm welcome, pleasant environment, more than satisfactory value for money. Excellent service."
Assanabel Republic - Marsh,Paris,4.8,Very nice atmosphere. Something hidden in a side street. Nice service and great Lebanese food. Fully recommended.
Assanabel Republic - Marsh,Paris,4.8,Lovely dishes with good tastes  Dessert we got spanded on by the house.  I highly recommend this restaurant. Lots of food.
Assanabel Republic - Marsh,Paris,4.8,"Very friendly service, very good food, fine ambience. Table at the door a bit cool, but I was helped with a small electric oven. Generous hospitality"
Assanabel Republic - Marsh,Paris,4.8,Quality of food and top service. We enjoyed it. Ideal for vegetarians also thanks to the wide choice of Lebanese cuisine. Staff and boss attentive.
Assanabel Republic - Marsh,Paris,4.8,"Excellent restaurant, deserves to be among the best by Trip Advisor! From the reception by what I think is the owner, the delicious food and the impeccable care of the friendly Saja!!!!!"
Assanabel Republic - Marsh,Paris,4.8,"The food is delicious, the service is very attentive. All this in a cozy decor. Everything is perfect. Excellent restaurant, to discover"
Assanabel Republic - Marsh,Paris,4.8,The most amazing and welcome experience from the moment we arrived to the moment we left. We realised we had been to the other branch a year ago and Zak was looking after us then and he made such a fuss of us. Sasha was amazing with her recommendations and taking care of us at the table felt like our new happy place a home in Paris
Assanabel Republic - Marsh,Paris,4.8,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Pur' - Jean-François Rouquette,Paris,4.8,"Excellent experience overall. Very refined, responsive service. I loved the atmosphere of the place. The food was absolutely stellar, creative without going too far. Just the right amount for me even though it was an 8 course menu. Highly recommended!"
Pur' - Jean-François Rouquette,Paris,4.8,"To Yqnnick,   Dear M. Beaule,   Thank you so much for your wonderful feedback! Were delighted to hear that your experience at Pur by JeanFranois Rouquette was excellent from start to finish. Its a pleasure to know that you enjoyed the refined service, the unique atmosphere, and the creativity of our 8course menu. Your kind words truly mean a lot to our team. We hope to have the pleasure of welcoming you back very soon for another memorable moment with us!  Warm regards, Csar Santelia, Food & Beverage Manager"
Pur' - Jean-François Rouquette,Paris,4.8,Fine cuisine is excellent! The service is really small care. A delight! This is our second experience and congratulations to the Chef. It is always an unforgettable moment.
Pur' - Jean-François Rouquette,Paris,4.8,"A l'attention de W4446Kllarap,  Chre Madame Perruchon,  Nous vous remercions pour votre retour si enthousiaste ! Nous sommes ravis que votre deuxime exprience au sein de notre restaurant PUR par Jean-Franois Rouquette ait t  la hauteur de vos attentes. La cuisine raffine et le service attentionn sont au cur de notre engagement pour faire de chaque visite un moment inoubliable. Votre fidlit et vos compliments sont une belle rcompense pour le Chef et toute lquipe. Au plaisir de vous accueillir  nouveau pour une nouvelle exprience dexception !  Nous vous souhaitons de belles ftes de fin d'anne,   Cordialement,  Csar Santelia, Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,"Pur exceeded any expectation we had.The ambiance, cuisine, and service were if a movie, all Oscar winners! No contest!"
Pur' - Jean-François Rouquette,Paris,4.8,"We were overjoyed with the entire experience. Imagination, execution and dedication to culinary art, superlative!!"
Pur' - Jean-François Rouquette,Paris,4.8,"To AF,   Dear Madam, Dear Sir,   Thank you so much for sharing your wonderful feedback! Were thrilled to hear that Pur by Jean-Franois Rouquette exceeded your expectations. From the ambiance to the cuisine and service, its truly our goal to create an experience that feels cinematic and unforgettable. Your words about imagination, execution, and dedication to culinary art mean the world to us. We look forward to welcoming you back for another exceptional moment at Pur by Jean-Franois Rouquette.  Best Regards,  Csar Santelia, Food & Beverage Manager"
Pur' - Jean-François Rouquette,Paris,4.8,"A winter in Paris, with scalpel: iodine, truffle and smoke noble au Pur"
Pur' - Jean-François Rouquette,Paris,4.8,"To Cdric G.,  A l'attention de Monsieur Genay,  Nous vous remercions infiniment pour ce retour dexception !  Votre description de lexprience au Pur par Jean-Franois Rouquette est une vritable ode  la prcision et  lmotion culinaire. Nous sommes ravis que vous ayez peru ce qui fait lme de notre maison : une criture gastronomique qui privilgie la justesse, la profondeur et lharmonie des accords.  Chaque dtail que vous mentionnez, des amuse-bouches au Wagyu boucan, en passant par la Saint-Jacques et les plins  la truffe blanche reflte notre ambition d'offrir une cuisine qui raconte une saison, un terroir, une histoire.  Nous transmettons votre commentaire  Jean-Franois Rouquette et  toute lquipe, qui seront touchs par votre analyse sensible et exigeante. Nous esprons avoir le plaisir de vous accueillir  nouveau pour une nouvelle exploration gastronomique.  Cordialement, Csar Santelia, Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,"Memorable evening in a Purely amazing setting.  From the entrance we felt the warm welcome of room director Nicolas, a smile that does not leave indifferent.  Valentin then took over, he guided us to an 8-course formula, to discover the chef's cooking, a Pure pleasure.  Chloe was exceptionally enthusiastic, we knew how to feel the passion and love of the good things, stars in the eyes when she talks about sauces made by the chef.  And finally, the cheese trolley, explained by Nataliia, the work and seriousness for the selection is impressive, and the work of the trolley decors is to be highlighted.  We chose to take 4 food and wine pairings.  2 with alcohol and 2 without alcohol, the sommelier chef Holly, Lucas and Emanuel knew how to explain with passion the wines, their origins and it was impressive of finesse so it matched exceptionally well with what we tasted.  In short, a team of passionate, young funny people who take care to make you spend a moment of happiness.  I recommend without hesitation if you want to discover a chef's kitchen, sublimated by an exceptional room team.  Thank you again for this moment of life, to all I wish you to continue to shine Pure."
Pur' - Jean-François Rouquette,Paris,4.8,"A l'attention de Sightseer21077594393,   Cher Monsieur,   Nous vous remercions infiniment pour ce tmoignage exceptionnel ! Chez PUR par Jean-Franois Rouquette, nous avons  cur de crer bien plus quun dner : une vritable parenthse mmorable, porte par la passion et le savoir-faire de nos quipes. Vos mots sur laccueil chaleureux de Nicolas, la dcouverte de notre menu en 8 services grce  Valentin, lenthousiasme de Chlo, la prcision de Nataliia et la finesse des accords proposs par Holly, Lucas et Emanuel nous touchent profondment. Chaque dtail que vous avez relev reflte notre ambition : offrir une exprience unique o la cuisine du Chef se sublime grce  un service dexception. Nous sommes ravis que cette soire ait marqu votre esprit et nous esprons vous accueillir  nouveau pour continuer  faire briller le PUR.  Cordialement,  Csar Santelia,  Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,"Delicious dishes and real culinary discoveries, impeccable service with a permanent smile and exceptional kindness. The dinner was memorable from every point of view, Thank you again."
Pur' - Jean-François Rouquette,Paris,4.8,"A l'attention de ChaleonR,   Chre Madame, Cher Monsieur,   Merci infiniment d'avoir pris le temps de nous laisser un commentaire si chaleureux ! Chez PUR par Jean-Franois Rouquette, nous avons pour ambition de crer des moments uniques o la dcouverte culinaire, lexcellence du service et la convivialit se conjuguent pour offrir une exprience mmorable. Nous sommes ravis que votre dner ait t mmorable et que nos quipes aient contribu  rendre cette soire inoubliable. Votre reconnaissance est une vritable source de motivation pour nous. Nous esprons avoir le plaisir de vous accueillir  nouveau trs bientt pour de nouvelles dcouvertes gastronomiques.  Cordialement,  Csar Santelia,  Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,"Deserves better than a star for the quality of service, the elegance of the place, the professionalism of the sommelier and of course the cuisine. Everything was perfect and well beyond most establishments a star we know."
Pur' - Jean-François Rouquette,Paris,4.8,"A l'attention de Tour32656716529,   Chre Madame, Cher Monsieur,   Merci infiniment pour votre retour si logieux ! Chez PUR par Jean-Franois Rouquette, nous avons  cur doffrir une exprience qui allie raffinement, excellence culinaire et service irrprochable. Votre apprciation du professionnalisme de notre sommelier, de llgance du lieu et de la qualit de la cuisine nous touche particulirement. Nous sommes ravis que votre exprience ait t au-del de vos attentes. Votre satisfaction est notre plus belle rcompense, et nous esprons avoir le plaisir de vous accueillir  nouveau trs bientt pour un moment tout aussi exceptionnel.  Cordialement,  Csar Santelia, Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,To discover without moderation Welcome without equal smile availability pleasant setting and sumptuous dishes
Pur' - Jean-François Rouquette,Paris,4.8,Discover experience oh how friendly in a cozy setting where quality is found at all levels welcome. Service and food
Pur' - Jean-François Rouquette,Paris,4.8,"A l'attention de 691clementf,  Cher Monsieur Fleury,   Merci infiniment pour ce retour logieux ! Chez PUR par Jean-Franois Rouquette, nous avons  cur de vous offrir une exprience unique o chaque dtail compte : un accueil chaleureux, un cadre lgant et des mets raffins. Votre apprciation de notre service et de notre cuisine nous touche profondment.  Nous serons ravis de vous accueillir  nouveau pour prolonger cette exprience  sans modration  dans notre univers cosy et gourmand.  Cordialement,  Csar Santelia,  Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,"We look forward to our annual dinner at Pur when we visit Paris each fall. This year we were two couples to celebrate my sisters birthday. They spoilt us with the chefs table which is such a special experience. The menu was exceptional, seasonal food that was light and fresh. My husband who loves wine really hit it off with the Somm and we were able to do our own wine tasting throughout the meal. The room is beautiful, the staff are warm and friendly, we love the open kitchen and look forward to returning next year."
Pur' - Jean-François Rouquette,Paris,4.8,"To FamilyOf6inFLL,  Dear Ms. Crotty,   Thank you so much for sharing your wonderful feedback ! We are truly honored that Pur' by Jean-Franois Rouquette has been your favorite dining experience for three consecutive years and that you chose to celebrate such a special occasion with us.  Jean-Franois Rouquette and the entire team are delighted that you enjoyed the chefs table experience, our seasonal menu, and the wine pairing curated by our sommelier Emanuel. Creating memorable moments for our guests is our greatest reward, and your kind words mean a lot to us.  We look forward to welcoming you back next year for another exceptional evening at Pur'.  Warm regards,  Csar Santelia,  Food & Beverage Manager"
Pur' - Jean-François Rouquette,Paris,4.8,"It was a magical dinner, I was received like a princess by the staff who is kind! by the chef also who came against us it is adorable. Really amazing the attentions of everyone. The atmosphere is quite intimate, it is the best gastronomic experience I have lived. Thank you again for this evening that I will remember all my life."
Pur' - Jean-François Rouquette,Paris,4.8,"A l'attention de FarAway41538571789,  Chre Madame,   Merci infiniment pour ce magnifique retour ! Toute lquipe de PUR  Jean-Franois Rouquette est ravie davoir pu vous offrir une exprience aussi mmorable. Nous sommes heureux que laccueil, lattention du chef et lambiance intime aient contribu  rendre votre dner magique. Votre satisfaction est notre plus belle rcompense et nous esprons avoir le plaisir de vous recevoir  nouveau pour un autre moment dexception.  Cordialement,  Csar Santelia,  Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,"Excellent as before, the service is impeccable, we took the service in 8 courses delighted our taste buds and tt our senses. I admit the lobster with its foie gras ice cream left us speechless.  The setting and beautiful and intimate. This time I left the view of the kitchens to my spouse. From mouthfuls to sumptuous desserts. We were delighted to come back."
Pur' - Jean-François Rouquette,Paris,4.8,"A l'attention de Aurelie R,   Chre Madame,   Nous vous remercions infiniment pour votre retour ! Au sein de notre restaurant PUR par Jean-Franois Rouquette, nous avons  cur de crer une exprience o chaque dtail compte, du premier amuse-bouche jusquau dessert. Nous sommes ravis que le menu en 8 plats ait enchant vos sens et que la langoustine accompagne de son parfait au foie gras ait marqu votre dgustation. Cest toujours un plaisir de vous accueillir  nouveau dans notre cadre intimiste, et nous esprons vous offrir trs bientt une nouvelle parenthse gastronomique inoubliable.  Cordialement, Csar Santelia,  Directeur de la Restauration"
Pur' - Jean-François Rouquette,Paris,4.8,"An unforgettable evening and dining experience! The service was exemplary! My wife and I had the five course tasting menu and it's outstanding. Each and every course was better than the next. The staff, each and every person who helped us, (and it is very much a collabarative effort), was fantastic. We loved our table, where we were seated, but also noted that the restaurant gives ample space and privacy regarding every table within. And, the restaurant in its entirety is really a lovely setting. One of the most memorable dining experiences ever! Our thanks to all at Pur'. Bravo!"
Pur' - Jean-François Rouquette,Paris,4.8,"To P2537HErobertj,  Dear Mr. Jay,  Thank you for sharing such an incredible review! At PUR by Jean-Franois Rouquette, we are dedicated to creating unforgettable moments where every detail  from the setting to the service and each course  reflects our passion for excellence. Were thrilled that the five-course tasting menu and the collaborative effort of our team made your evening so memorable. It was a pleasure to welcome you and your wife, and we look forward to offering you another exceptional dining experience very soon.  Best Regards, Csar Santelia,  Food and Beverage Director"
Pur' - Jean-François Rouquette,Paris,4.8,"A fabulous experience. The food was great as was the service. A special shout out to the sommelier, who was very knowledgeable, overseeing an excellent winelist, rationally priced."
Pur' - Jean-François Rouquette,Paris,4.8,"To victorlZ6076ZO,   Dear Mr. Linck,  Thank you for sharing such wonderful feedback! We are thrilled to know you had a perfect evening and a fabulous experience at PUR by Jean-Franois Rouquette. Its a pleasure to hear that both the food and service met your expectations. Your special mention of our sommelier and the excellent winelist, rationally priced truly means a lot to us. We take pride in curating exceptional wine selections to complement your dining experience. We look forward to welcoming you back soon for another memorable evening.  Warm regards, Csar Santelia,  Food & Beverage Director"
Pur' - Jean-François Rouquette,Paris,4.8,"Very good table, with a very good value for money. Very well received and especially very good sommelier. I recommend 1000%."
